uid,total_act_mins,variant_number
10225,53.0,0
10226,46.0,0
10227,4.0,0
10228,29.0,0
10229,199.0,0
10230,28.0,0
10231,62.0,0
10232,150.0,0
10233,23.0,0
10234,30.0,0
10235,793.0,0
10236,9.0,0
10239,59.0,0
10240,129.0,0
10241,7.0,0
10242,11.0,0
10243,2.0,0
10244,244.0,0
10245,20.0,0
10246,190.0,0
10247,51.0,0
10248,52.0,0
10249,1.0,0
10250,128.0,0
10251,8.0,0
10252,180.0,0
10253,64.0,0
10254,38.0,0
10255,19.0,0
10256,2.0,0
10257,18.0,0
10258,23.0,0
10259,174.0,0
10260,3.0,0
10261,72.0,0
10262,10.0,0
10264,4.0,0
10265,5.0,0
10266,43.0,0
10267,45.0,0
10268,94.0,0
10269,14.0,0
10270,88.0,0
10271,34.0,0
10272,1.0,0
10273,745.0,0
10274,8.0,0
10275,449.0,0
10276,933.0,0
10277,33.0,0
10278,91.0,0
10279,253.0,0
10280,2.0,0
10281,51.0,0
10282,27.0,0
10283,283.0,0
10284,80.0,0
10285,33.0,0
10286,21.0,0
10287,22.0,0
10288,27.0,0
10289,202.0,0
10290,19.0,0
10291,201.0,0
10292,1156.0,0
10293,3535.0,0
10294,30.0,0
10295,8.0,0
10296,447.0,0
10297,21.0,0
10298,960.0,0
10300,126.0,0
10301,12.0,0
10302,23.0,0
10303,1127.0,0
10304,2.0,0
10305,1833.0,0
10306,30.0,0
10309,3.0,0
10310,113.0,0
10311,287.0,0
10312,51.0,0
10314,16.0,0
10315,27.0,0
10316,256.0,0
10317,1435.0,0
10318,156.0,0
10319,23.0,0
10320,9786.0,0
10321,133.0,0
10322,18.0,0
10323,43.0,0
10324,16.0,0
10325,22.0,0
10326,6136.0,0
10327,718.0,0
10329,44.0,0
10330,44.0,0
10331,4.0,0
10332,145.0,0
10333,436.0,0
10334,11.0,0
10335,5.0,0
10336,9.0,0
10337,36.0,0
10338,48.0,0
10339,457.0,0
10340,60.0,0
10341,23.0,0
10342,50.0,0
10343,16.0,0
10344,217.0,0
10345,28.0,0
10346,60.0,0
10347,30.0,0
10348,40.0,0
10349,117.0,0
10350,25.0,0
10351,5.0,0
10352,8.0,0
10353,12.0,0
10354,56.0,0
10355,205.0,0
10357,272.0,0
10358,32.0,0
10359,1.0,0
10360,110.0,0
10361,14.0,0
10362,22.0,0
10363,21.0,0
10364,381.0,0
10365,19.0,0
10366,12.0,0
10367,161.0,0
10368,140.0,0
10370,1.0,0
10371,319.0,0
10372,38.0,0
10373,34.0,0
10375,170.0,0
10376,33.0,0
10377,2260.0,0
10378,42.0,0
10379,52.0,0
10380,50.0,0
10381,7.0,0
10382,114.0,0
10383,138.0,0
10384,3.0,0
10385,213.0,0
10386,236.0,0
10387,24.0,0
10388,338.0,0
10389,31.0,0
10390,35.0,0
10391,25.0,0
10392,1.0,0
10393,12.0,0
10394,48.0,0
10395,1495.0,0
10396,47.0,0
10397,82.0,0
10398,1404.0,0
10399,248.0,0
10400,77.0,0
10402,105.0,0
10403,245.0,0
10404,103.0,0
10405,73.0,0
10406,401.0,0
10407,115.0,0
10408,1.0,0
10409,99.0,0
10410,3.0,0
10411,10.0,0
10412,24.0,0
10413,6.0,0
10414,1.0,0
10415,17.0,0
10416,929.0,0
10417,18.0,0
10418,14.0,0
10419,117.0,0
10420,96.0,0
10421,11.0,0
10422,17.0,0
10423,21.0,0
10424,314.0,0
10425,13.0,0
10426,27.0,0
10427,707.0,0
10429,76.0,0
10430,977.0,0
10431,35.0,0
10432,295.0,0
10433,40.0,0
10434,79.0,0
10435,68.0,0
10437,62.0,0
10438,88.0,0
10439,2.0,0
10440,40.0,0
10441,32.0,0
10442,98.0,0
10443,4.0,0
10444,49.0,0
10445,181.0,0
10446,15.0,0
10447,190.0,0
10448,6.0,0
10450,618.0,0
10451,47.0,0
10453,7175.0,0
10454,12.0,0
10455,61.0,0
10456,22.0,0
10457,94.0,0
10458,57.0,0
10459,103.0,0
10460,52.0,0
10461,223.0,0
10463,40.0,0
10464,10.0,0
10465,45.0,0
10466,98.0,0
10467,655.0,0
10468,105.0,0
10469,30.0,0
10470,185.0,0
10472,126.0,0
10473,92.0,0
10474,24.0,0
10475,47.0,0
10476,10138.0,0
10478,31.0,0
10479,1044.0,0
10480,41.0,0
10481,7.0,0
10482,302.0,0
10484,272.0,0
10485,120.0,0
10486,115.0,0
10487,44.0,0
10488,43.0,0
10489,30.0,0
10491,8.0,0
10492,10.0,0
10493,91.0,0
10494,2.0,0
10499,17.0,0
10500,81.0,0
10501,248.0,0
10502,64.0,0
10503,123.0,0
10504,137.0,0
10505,241.0,0
10506,18.0,0
10507,412.0,0
10508,44.0,0
10509,646.0,0
10510,2.0,0
10511,287.0,0
10512,119.0,0
10513,13.0,0
10514,806.0,0
10515,3.0,0
10516,147.0,0
10517,2288.0,0
10518,123.0,0
10519,25.0,0
10520,1.0,0
10521,144.0,0
10522,5.0,0
10524,7.0,0
10525,994.0,0
10526,228.0,0
10527,2.0,0
10528,11.0,0
10529,219.0,0
10530,34.0,0
10531,32.0,0
10532,510.0,0
10533,97.0,0
10534,49.0,0
10535,4.0,0
10536,205.0,0
10537,66.0,0
10538,15.0,0
10539,61.0,0
10540,2.0,0
10541,13.0,0
10542,1.0,0
10543,7.0,0
10544,41.0,0
10545,229.0,0
10546,19.0,0
10548,224.0,0
10549,37.0,0
10550,37.0,0
10551,8.0,0
10552,30.0,0
10553,48.0,0
10554,72.0,0
10555,145.0,0
10556,6.0,0
10557,49.0,0
10558,190.0,0
10559,134.0,0
10560,87.0,0
10561,17.0,0
10562,184.0,0
10563,9517.0,0
10564,277.0,0
10565,188.0,0
10566,46.0,0
10567,76.0,0
10568,121.0,0
10570,36.0,0
10571,45.0,0
10572,4114.0,0
10573,122.0,0
10574,1027.0,0
10575,59.0,0
10576,28.0,0
10577,48.0,0
10578,2342.0,0
10579,41.0,0
10580,162.0,0
10581,31.0,0
10582,50.0,0
10583,2555.0,0
10585,11.0,0
10586,13.0,0
10587,53.0,0
10588,1086.0,0
10589,205.0,0
10590,111.0,0
10591,28.0,0
10592,1082.0,0
10593,75.0,0
10594,29.0,0
10595,30.0,0
10596,55.0,0
10597,2.0,0
10598,2.0,0
10599,182.0,0
10600,390.0,0
10601,23.0,0
10602,26.0,0
10603,132.0,0
10604,116.0,0
10605,242.0,0
10606,12.0,0
10607,154.0,0
10608,32.0,0
10609,4.0,0
10610,24.0,0
10611,129.0,0
10612,28.0,0
10613,32.0,0
10614,25.0,0
10615,9.0,0
10616,3.0,0
10617,54.0,0
10618,32.0,0
10619,85.0,0
10620,68.0,0
10621,3025.0,0
10622,193.0,0
10623,176.0,0
10624,173.0,0
10625,1.0,0
10626,5.0,0
10627,319.0,0
10628,134.0,0
10629,37.0,0
10630,11.0,0
10631,35.0,0
10632,201.0,0
10633,35.0,0
10634,26.0,0
10635,68.0,0
10636,258.0,0
10637,262.0,0
10638,18.0,0
10639,27.0,0
10640,15.0,0
10641,25.0,0
10642,24.0,0
10643,4.0,0
10644,35.0,0
10645,362.0,0
10646,13.0,0
10647,34.0,0
10648,893.0,0
10649,329.0,0
10650,34.0,0
10651,255.0,0
10652,1.0,0
10653,1223.0,0
10654,544.0,0
10655,28.0,0
10656,52.0,0
10658,401.0,0
10659,18.0,0
10660,1058.0,0
10661,42.0,0
10662,363.0,0
10663,9.0,0
10664,17.0,0
10665,33.0,0
10666,3436.0,0
10667,540.0,0
10668,270.0,0
10669,89.0,0
10670,40.0,0
10671,118.0,0
10672,23.0,0
10673,211.0,0
10674,82.0,0
10675,10.0,0
10676,20.0,0
10677,55.0,0
10678,4.0,0
10679,20.0,0
10680,404.0,0
10681,2301.0,0
10682,719.0,0
10683,27.0,0
10684,1.0,0
10685,2118.0,0
10686,12.0,0
10687,9.0,0
10688,519.0,0
10689,49.0,0
10690,902.0,0
10691,263.0,0
10692,310.0,0
10693,10.0,0
10694,31.0,0
10695,83.0,0
10696,403.0,0
10697,10.0,0
10698,101.0,0
10699,2.0,0
10700,2314.0,0
10702,58.0,0
10703,22.0,0
10704,88.0,0
10705,7.0,0
10706,311.0,0
10707,2503.0,0
10708,14.0,0
10709,26.0,0
10710,53.0,0
10711,38.0,0
10712,10.0,0
10713,257.0,0
10714,88.0,0
10715,22.0,0
10716,2.0,0
10717,495.0,0
10718,1.0,0
10719,129.0,0
10720,39.0,0
10721,34.0,0
10722,21.0,0
10723,200.0,0
10724,118.0,0
10725,1.0,0
10726,3667.0,0
10727,1098.0,0
10728,22.0,0
10729,13.0,0
10730,62.0,0
10731,83.0,0
10732,1445.0,0
10733,42.0,0
10734,7.0,0
10735,751.0,0
10736,46.0,0
10737,407.0,0
10738,6.0,0
10739,47.0,0
10740,35.0,0
10741,40.0,0
10742,34.0,0
10743,10.0,0
10744,2.0,0
10745,4.0,0
10746,36.0,0
10747,22.0,0
10748,54.0,0
10749,3.0,0
10750,1539.0,0
10751,125.0,0
10752,26.0,0
10753,191.0,0
10754,73.0,0
10755,100.0,0
10756,27.0,0
10758,114.0,0
10759,46.0,0
10760,610.0,0
10761,4.0,0
10762,2.0,0
10763,22.0,0
10764,14.0,0
10765,93.0,0
10767,2875.0,0
10768,27.0,0
10769,1626.0,0
10770,3.0,0
10771,359.0,0
10772,3.0,0
10773,10.0,0
10774,26.0,0
10775,233.0,0
10776,264.0,0
10777,1319.0,0
10778,78.0,0
10779,5692.0,0
10780,154.0,0
10781,421.0,0
10782,179.0,0
10783,18.0,0
10784,34.0,0
10785,58.0,0
10786,99.0,0
10787,30.0,0
10788,44.0,0
10789,47.0,0
10790,1367.0,0
10791,8.0,0
10792,117.0,0
10793,2359.0,0
10794,29.0,0
10795,78.0,0
10796,284.0,0
10797,93.0,0
10798,61.0,0
10799,43.0,0
10800,8.0,0
10801,8.0,0
10802,25.0,0
10803,1193.0,0
10804,118.0,0
10805,3.0,0
10806,42.0,0
10807,319.0,0
10809,3.0,0
10810,92.0,0
10811,2.0,0
10812,274.0,0
10813,6.0,0
10814,16.0,0
10815,24.0,0
10816,76.0,0
10817,49.0,0
10818,73.0,0
10819,84.0,0
10820,21.0,0
10821,34.0,0
10822,4.0,0
10823,434.0,0
10824,49.0,0
10825,15.0,0
10826,45.0,0
10827,278.0,0
10829,5.0,0
10830,43.0,0
10831,19.0,0
10832,35.0,0
10833,134.0,0
10834,13.0,0
10835,57.0,0
10836,2413.0,0
10837,30.0,0
10838,31.0,0
10839,24.0,0
10840,450.0,0
10841,747.0,0
10842,1427.0,0
10843,164.0,0
10844,55.0,0
10845,6.0,0
10846,72.0,0
10847,80.0,0
10848,133.0,0
10849,90.0,0
10850,24.0,0
10851,712.0,0
10853,228.0,0
10854,1381.0,0
10855,299.0,0
10856,10.0,0
10857,218.0,0
10858,30.0,0
10859,947.0,0
10860,7.0,0
10861,8.0,0
10862,2.0,0
10863,195.0,0
10864,12.0,0
10865,33.0,0
10866,13.0,0
10867,21.0,0
10868,64.0,0
10869,118.0,0
10870,758.0,0
10871,15.0,0
10872,47.0,0
10873,116.0,0
10874,30.0,0
10875,61.0,0
10876,133.0,0
10877,11.0,0
10878,208.0,0
10879,6.0,0
10880,10.0,0
10881,220.0,0
10882,122.0,0
10883,69.0,0
10884,62.0,0
10885,4241.0,0
10886,2859.0,0
10887,18.0,0
10888,9.0,0
10889,114.0,0
10890,42.0,0
10891,63.0,0
10892,28.0,0
10893,652.0,0
10894,3305.0,0
10895,122.0,0
10896,12.0,0
10898,34.0,0
10899,46.0,0
10900,102.0,0
10901,71.0,0
10902,3194.0,0
10903,3.0,0
10905,5.0,0
10906,70.0,0
10907,5.0,0
10908,80.0,0
10909,5.0,0
10910,37.0,0
10911,790.0,0
10912,3404.0,0
10913,6.0,0
10914,11176.0,0
10915,27.0,0
10918,374.0,0
10919,54.0,0
10920,34.0,0
10921,69.0,0
10922,8.0,0
10923,241.0,0
10924,41.0,0
10925,31.0,0
10926,4473.0,0
10927,1181.0,0
10928,13.0,0
10929,136.0,0
10930,13.0,0
10931,119.0,0
10932,2790.0,0
10933,5.0,0
10934,17.0,0
10935,4.0,0
10936,39.0,0
10937,3090.0,0
10938,1241.0,0
10939,33.0,0
10940,1.0,0
10941,35.0,0
10942,19.0,0
10943,56.0,0
10945,12.0,0
10946,276.0,0
10947,797.0,0
10949,81.0,0
10950,22.0,0
10952,20.0,0
10953,306.0,0
10954,107.0,0
10955,7.0,0
10956,24.0,0
10957,70.0,0
10958,1866.0,0
10960,103.0,0
10961,6976.0,0
10962,4.0,0
10963,25.0,0
10964,16.0,0
10965,776.0,0
10966,55.0,0
10967,28.0,0
10968,662.0,0
10969,1.0,0
10970,434.0,0
10971,21.0,0
10972,11190.0,0
10973,133.0,0
10975,36.0,0
10976,276.0,0
10977,3.0,0
10978,120.0,0
10979,4.0,0
10980,6.0,0
10981,48.0,0
10982,767.0,0
10983,2309.0,0
10984,2.0,0
10985,28.0,0
10986,20.0,0
10987,67.0,0
10988,465.0,0
10991,133.0,0
10992,325.0,0
10993,649.0,0
10994,162.0,0
10995,75.0,0
10996,9.0,0
10997,1198.0,0
10998,3.0,0
10999,5.0,0
11000,837.0,0
11001,268.0,0
11002,42.0,0
11003,67.0,0
11004,2.0,0
11005,25.0,0
11006,40.0,0
11007,2520.0,0
11008,55.0,0
11009,265.0,0
11010,15.0,0
11011,122.0,0
11012,42.0,0
11013,9.0,0
11014,8.0,0
11015,117.0,0
11016,4752.0,0
11017,535.0,0
11018,1330.0,0
11019,3.0,0
11020,59.0,0
11021,47.0,0
11022,4.0,0
11023,10.0,0
11024,18.0,0
11025,1023.0,0
11026,101.0,0
11027,3.0,0
11028,485.0,0
11029,55.0,0
11030,9.0,0
11031,121.0,0
11032,40.0,0
11033,1744.0,0
11034,83.0,0
11035,38.0,0
11036,8361.0,0
11037,22.0,0
11038,38.0,0
11039,4.0,0
11040,223.0,0
11041,37.0,0
11042,146.0,0
11043,260.0,0
11044,5.0,0
11046,6.0,0
11047,34.0,0
11048,43.0,0
11049,30.0,0
11050,87.0,0
11051,45.0,0
11052,6.0,0
11053,2465.0,0
11054,1511.0,0
11055,39.0,0
11056,51.0,0
11058,76.0,0
11059,77.0,0
11060,11.0,0
11061,92.0,0
11062,22.0,0
11063,38.0,0
11064,1617.0,0
11065,2.0,0
11066,9.0,0
11067,27.0,0
11068,32.0,0
11069,15.0,0
11070,542.0,0
11071,3.0,0
11074,62.0,0
11076,11.0,0
11077,66.0,0
11078,131.0,0
11079,96.0,0
11080,4412.0,0
11081,29.0,0
11082,695.0,0
11083,25.0,0
11084,30.0,0
11085,8.0,0
11086,9.0,0
11087,91.0,0
11088,83.0,0
11089,26.0,0
11090,3413.0,0
11091,90.0,0
11092,15.0,0
11093,79.0,0
11094,441.0,0
11095,83.0,0
11096,243.0,0
11097,23.0,0
11098,16.0,0
11100,322.0,0
11101,1099.0,0
11102,4.0,0
11103,430.0,0
11104,202.0,0
11105,109.0,0
11106,14.0,0
11107,13608.0,0
11108,376.0,0
11109,60.0,0
11110,15.0,0
11111,15.0,0
11112,185.0,0
11113,13.0,0
11114,36.0,0
11115,678.0,0
11116,278.0,0
11117,6.0,0
11118,9.0,0
11119,12.0,0
11121,4.0,0
11122,18.0,0
11123,34.0,0
11124,113.0,0
11125,35.0,0
11126,237.0,0
11127,1212.0,0
11128,24.0,0
11129,58.0,0
11130,71.0,0
11131,46.0,0
11132,54.0,0
11133,19.0,0
11134,148.0,0
11135,16.0,0
11136,5.0,0
11137,29.0,0
11138,91.0,0
11139,724.0,0
11140,33.0,0
11141,95.0,0
11142,173.0,0
11144,2.0,0
11145,7533.0,0
11146,41.0,0
11147,753.0,0
11148,108.0,0
11149,54.0,0
11150,349.0,0
11151,30.0,0
11152,3.0,0
11153,2013.0,0
11154,16.0,0
11155,93.0,0
11156,73.0,0
11157,61.0,0
11158,1.0,0
11159,345.0,0
11160,592.0,0
11161,245.0,0
11162,421.0,0
11163,103.0,0
11164,9.0,0
11165,9.0,0
11166,69.0,0
11167,60.0,0
11168,62.0,0
11169,229.0,0
11170,100.0,0
11171,45.0,0
11172,1106.0,0
11173,91.0,0
11174,122.0,0
11175,122.0,0
11176,12.0,0
11177,2452.0,0
11178,8.0,0
11179,277.0,0
11180,1456.0,0
11181,3.0,0
11182,25.0,0
11183,63.0,0
11185,13.0,0
11186,59.0,0
11187,1385.0,0
11188,297.0,0
11189,180.0,0
11190,233.0,0
11191,103.0,0
11192,7.0,0
11193,170.0,0
11194,4.0,0
11195,13.0,0
11196,126.0,0
11198,2.0,0
11199,602.0,0
11200,45.0,0
11201,26.0,0
11203,320.0,0
11205,43.0,0
11206,337.0,0
11208,11.0,0
11209,6.0,0
11210,611.0,0
11212,3497.0,0
11213,276.0,0
11214,29.0,0
11215,216.0,0
11216,14.0,0
11217,11.0,0
11218,22.0,0
11219,68.0,0
11220,20.0,0
11221,411.0,0
11222,43.0,0
11223,222.0,0
11224,3.0,0
11225,33.0,0
11226,5.0,0
11227,138.0,0
11228,113.0,0
11229,384.0,0
11230,251.0,0
11231,4.0,0
11232,28.0,0
11233,4225.0,0
11234,101.0,0
11235,1942.0,0
11236,1115.0,0
11237,414.0,0
11238,7.0,0
11239,1319.0,0
11240,10.0,0
11241,421.0,0
11242,92.0,0
11243,23.0,0
11244,23.0,0
11245,691.0,0
11246,83.0,0
11247,39.0,0
11248,1993.0,0
11249,6.0,0
11251,1.0,0
11252,1517.0,0
11253,222.0,0
11254,8.0,0
11255,9.0,0
11256,14.0,0
11257,933.0,0
11258,2.0,0
11259,7.0,0
11260,66.0,0
11261,60.0,0
11262,268.0,0
11264,53.0,0
11265,102.0,0
11266,12.0,0
11267,34.0,0
11268,7574.0,0
11269,70.0,0
11270,3.0,0
11272,10.0,0
11273,29.0,0
11274,334.0,0
11275,456.0,0
11276,147.0,0
11277,27.0,0
11278,1329.0,0
11279,27.0,0
11280,106.0,0
11281,640.0,0
11282,466.0,0
11284,54.0,0
11285,3.0,0
11286,39.0,0
11287,22.0,0
11288,182.0,0
11289,38.0,0
11290,227.0,0
11291,11.0,0
11292,27.0,0
11293,19.0,0
11294,13.0,0
11295,18.0,0
11296,131.0,0
11297,9.0,0
11298,4430.0,0
11299,23.0,0
11300,892.0,0
11301,287.0,0
11302,89.0,0
11303,60.0,0
11304,192.0,0
11305,20.0,0
11306,359.0,0
11307,4.0,0
11308,13.0,0
11309,1.0,0
11310,1.0,0
11311,622.0,0
11312,30.0,0
11313,224.0,0
11314,7.0,0
11315,19.0,0
11317,66.0,0
11318,37.0,0
11319,78.0,0
11320,22.0,0
11321,15.0,0
11322,380.0,0
11323,7.0,0
11324,13.0,0
11325,99.0,0
11326,34.0,0
11327,3.0,0
11328,72.0,0
11329,19.0,0
11330,70.0,0
11331,9.0,0
11332,281.0,0
11334,6.0,0
11335,44.0,0
11336,13.0,0
11337,17.0,0
11338,37.0,0
11339,39.0,0
11340,32.0,0
11341,100.0,0
11342,30.0,0
11343,408.0,0
11344,169.0,0
11345,1030.0,0
11346,1479.0,0
11347,3.0,0
11348,19.0,0
11349,92.0,0
11350,8441.0,0
11351,14.0,0
11352,415.0,0
11353,24.0,0
11354,6.0,0
11355,36.0,0
11356,3.0,0
11357,63.0,0
11358,235.0,0
11359,3.0,0
11360,88.0,0
11361,7.0,0
11362,5.0,0
11363,20.0,0
11364,52.0,0
11365,17.0,0
11366,4560.0,0
11367,163.0,0
11368,50.0,0
11369,5560.0,0
11371,836.0,0
11372,51.0,0
11373,131.0,0
11374,88.0,0
11375,554.0,0
11376,14.0,0
11377,117.0,0
11378,39.0,0
11379,4.0,0
11380,7.0,0
11381,1295.0,0
11382,798.0,0
11385,686.0,0
11386,79.0,0
11387,23674.0,0
11388,3.0,0
11390,253.0,0
11391,27.0,0
11393,342.0,0
11394,5.0,0
11395,1663.0,0
11396,189.0,0
11397,27.0,0
11399,23.0,0
11400,89.0,0
11401,87.0,0
11402,57.0,0
11403,525.0,0
11404,22.0,0
11405,330.0,0
11406,61.0,0
11407,645.0,0
11408,2.0,0
11409,3.0,0
11410,34.0,0
11411,2.0,0
11412,42.0,0
11413,6.0,0
11414,12.0,0
11415,215.0,0
11416,10.0,0
11417,53.0,0
11418,58.0,0
11419,271.0,0
11420,84.0,0
11421,27.0,0
11422,1762.0,0
11423,143.0,0
11424,99.0,0
11425,7760.0,0
11426,26.0,0
11429,2.0,0
11430,48.0,0
11431,4021.0,0
11432,13.0,0
11433,526.0,0
11434,98.0,0
11435,25.0,0
11437,38.0,0
11438,352.0,0
11439,175.0,0
11440,100.0,0
11441,9.0,0
11442,42.0,0
11443,101.0,0
11444,116.0,0
11445,288.0,0
11446,72.0,0
11447,136.0,0
11448,48.0,0
11449,64.0,0
11450,95.0,0
11451,67.0,0
11452,963.0,0
11453,10.0,0
11454,62.0,0
11455,11.0,0
11456,35.0,0
11457,29.0,0
11458,1640.0,0
11459,14.0,0
11460,29.0,0
11461,135.0,0
11462,13.0,0
11463,66.0,0
11464,1.0,0
11465,2.0,0
11466,33.0,0
11467,35.0,0
11468,94.0,0
11469,36.0,0
11471,41.0,0
11472,23.0,0
11473,26.0,0
11474,66.0,0
11475,334.0,0
11476,53.0,0
11477,24.0,0
11478,7.0,0
11479,118.0,0
11480,120.0,0
11481,13.0,0
11482,105.0,0
11483,1.0,0
11484,2.0,0
11485,57.0,0
11486,16.0,0
11487,145.0,0
11488,12.0,0
11490,174.0,0
11491,172.0,0
11492,169.0,0
11493,161.0,0
11495,18.0,0
11496,12.0,0
11497,18.0,0
11498,89.0,0
11499,22.0,0
11500,4.0,0
11501,20.0,0
11502,431.0,0
11503,14.0,0
11504,27.0,0
11505,17.0,0
11506,3.0,0
11507,13.0,0
11508,120.0,0
11510,20.0,0
11511,48.0,0
11512,3873.0,0
11513,52.0,0
11514,108.0,0
11515,8.0,0
11516,44.0,0
11517,16.0,0
11518,128.0,0
11519,98.0,0
11520,58.0,0
11521,163.0,0
11522,14.0,0
11523,390.0,0
11524,18.0,0
11525,3446.0,0
11526,11.0,0
11527,371.0,0
11528,13.0,0
11529,40.0,0
11530,17.0,0
11531,55.0,0
11532,545.0,0
11533,66.0,0
11534,330.0,0
11535,424.0,0
11536,34.0,0
11537,210.0,0
11538,9.0,0
11539,274.0,0
11540,41.0,0
11541,253.0,0
11542,12.0,0
11543,31.0,0
11544,4.0,0
11545,88.0,0
11546,9.0,0
11547,49.0,0
11548,276.0,0
11549,188.0,0
11551,282.0,0
11552,6.0,0
11553,54.0,0
11554,75.0,0
11555,43.0,0
11556,4.0,0
11557,39.0,0
11558,517.0,0
11559,105.0,0
11560,582.0,0
11561,170.0,0
11563,1716.0,0
11564,12.0,0
11565,2.0,0
11566,32.0,0
11567,31.0,0
11568,942.0,0
11569,1482.0,0
11570,77.0,0
11571,36.0,0
11572,38.0,0
11573,238.0,0
11574,117.0,0
11575,37.0,0
11576,480.0,0
11577,25.0,0
11578,82.0,0
11579,40.0,0
11580,4.0,0
11581,8.0,0
11582,26.0,0
11583,14.0,0
11585,1.0,0
11586,160.0,0
11587,22.0,0
11588,387.0,0
11589,3456.0,0
11590,20.0,0
11591,7.0,0
11592,2812.0,0
11593,67.0,0
11594,34.0,0
11595,2.0,0
11596,378.0,0
11597,80.0,0
11598,43.0,0
11599,302.0,0
11600,47.0,0
11601,19.0,0
11602,178.0,0
11604,49.0,0
11605,8.0,0
11606,9.0,0
11607,35.0,0
11608,62.0,0
11609,34.0,0
11610,102.0,0
11611,74.0,0
11612,441.0,0
11613,91.0,0
11614,97.0,0
11615,147.0,0
11616,3.0,0
11617,61.0,0
11618,6.0,0
11619,33.0,0
11620,727.0,0
11621,921.0,0
11622,545.0,0
11623,3.0,0
11624,99.0,0
11625,26.0,0
11626,44.0,0
11627,30.0,0
11628,7.0,0
11629,41.0,0
11630,43.0,0
11631,40.0,0
11632,134.0,0
11634,7.0,0
11635,45.0,0
11636,120.0,0
11637,822.0,0
11638,30.0,0
11639,3329.0,0
11640,44.0,0
11641,90.0,0
11642,4.0,0
11643,127.0,0
11644,28.0,0
11645,2128.0,0
11646,27.0,0
11647,16.0,0
11648,23.0,0
11649,1247.0,0
11650,68.0,0
11651,53.0,0
11652,37.0,0
11653,232.0,0
11654,147.0,0
11655,13.0,0
11656,53.0,0
11657,31.0,0
11658,21.0,0
11659,5.0,0
11660,7.0,0
11661,15.0,0
11662,63.0,0
11663,30.0,0
11664,10.0,0
11665,127.0,0
11666,3.0,0
11667,20.0,0
11668,87.0,0
11669,52.0,0
11670,870.0,0
11671,35.0,0
11672,17.0,0
11673,20.0,0
11674,6675.0,0
11675,7.0,0
11676,123.0,0
11677,9.0,0
11678,84.0,0
11679,75.0,0
11680,1.0,0
11681,1070.0,0
11682,13.0,0
11683,42.0,0
11684,64.0,0
11685,17.0,0
11686,19.0,0
11687,15.0,0
11688,237.0,0
11689,21.0,0
11690,11150.0,0
11691,101.0,0
11692,4.0,0
11693,92.0,0
11694,59.0,0
11695,1.0,0
11696,82.0,0
11697,109.0,0
11698,8597.0,0
11699,21.0,0
11700,66.0,0
11701,73.0,0
11702,272.0,0
11703,10.0,0
11704,108.0,0
11705,99.0,0
11706,1180.0,0
11707,74.0,0
11708,166.0,0
11710,17.0,0
11711,2324.0,0
11712,100.0,0
11713,13.0,0
11714,151.0,0
11715,22.0,0
11716,102.0,0
11717,5.0,0
11719,48.0,0
11720,1813.0,0
11721,9873.0,0
11722,1094.0,0
11723,12.0,0
11724,12074.0,0
11725,3022.0,0
11726,62.0,0
11727,1376.0,0
11728,5.0,0
11729,1587.0,0
11730,20.0,0
11731,58.0,0
11732,30.0,0
11733,6572.0,0
11734,1613.0,0
11735,1311.0,0
11736,55.0,0
11737,176.0,0
11738,16.0,0
11739,16.0,0
11740,14.0,0
11741,15.0,0
11742,5.0,0
11743,50.0,0
11744,10.0,0
11745,375.0,0
11746,20.0,0
11747,54.0,0
11748,5.0,0
11749,154.0,0
11750,57.0,0
11751,35.0,0
11752,84.0,0
11753,176.0,0
11754,29.0,0
11755,51.0,0
11756,28.0,0
11757,154.0,0
11758,50.0,0
11759,14.0,0
11760,14.0,0
11761,3101.0,0
11762,128.0,0
11763,12.0,0
11764,927.0,0
11765,2389.0,0
11766,14.0,0
11767,34.0,0
11768,532.0,0
11769,39.0,0
11770,85.0,0
11771,180.0,0
11773,49.0,0
11774,1.0,0
11775,527.0,0
11776,58.0,0
11778,35.0,0
11779,78.0,0
11780,44.0,0
11781,2.0,0
11783,5.0,0
11784,583.0,0
11785,11.0,0
11786,209.0,0
11787,43.0,0
11788,148.0,0
11789,24.0,0
11790,54.0,0
11791,106.0,0
11793,231.0,0
11794,79.0,0
11795,4.0,0
11796,101.0,0
11797,71.0,0
11798,2.0,0
11800,1.0,0
11802,9.0,0
11803,6.0,0
11804,1.0,0
11805,22.0,0
11806,27.0,0
11808,193.0,0
11809,67.0,0
11810,130.0,0
11811,94.0,0
11812,9.0,0
11813,16.0,0
11814,11.0,0
11815,5.0,0
11816,6.0,0
11817,54.0,0
11818,15778.0,0
11819,6.0,0
11820,6.0,0
11821,57.0,0
11823,129.0,0
11825,6.0,0
11826,105.0,0
11827,299.0,0
11828,9.0,0
11829,14.0,0
11830,708.0,0
11831,18.0,0
11832,49.0,0
11833,394.0,0
11834,2042.0,0
11835,9.0,0
11836,6.0,0
11837,701.0,0
11838,6.0,0
11839,415.0,0
11840,150.0,0
11841,138.0,0
11842,12.0,0
11843,2.0,0
11844,15.0,0
11845,1109.0,0
11847,22.0,0
11848,27.0,0
11849,172.0,0
11850,256.0,0
11851,23.0,0
11852,140.0,0
11853,448.0,0
11854,150.0,0
11855,15.0,0
11856,176.0,0
11857,250.0,0
11858,1.0,0
11859,4236.0,0
11860,195.0,0
