uid,total_act_mins_post,variant_number,total_act_mins_pre,gender,user_type
11337,17.0,0,16.0,unknown,non_reader
11338,37.0,0,76.0,unknown,non_reader
11339,39.0,0,38.0,male,non_reader
11340,32.0,0,74.0,male,non_reader
11341,100.0,0,122.0,male,non_reader
11342,30.0,0,25.0,male,non_reader
11343,408.0,0,500.0,male,non_reader
11344,169.0,0,96.0,male,non_reader
11345,1030.0,0,7.0,female,non_reader
11346,1479.0,0,1606.0,male,reader
11347,3.0,0,9.0,male,non_reader
11348,19.0,0,16.0,female,non_reader
11349,92.0,0,193.0,female,non_reader
11350,8441.0,0,6330.0,male,reader
11351,14.0,0,32.0,male,non_reader
11352,415.0,0,1762.0,male,reader
11353,24.0,0,25.0,male,non_reader
11354,6.0,0,20.0,male,non_reader
11355,36.0,0,16.0,male,non_reader
11356,3.0,0,9.0,male,new_user
11357,63.0,0,45.0,male,non_reader
11358,235.0,0,533.0,male,contributor
11359,3.0,0,16.0,female,non_reader
11360,88.0,0,44.0,male,non_reader
11361,7.0,0,37.0,male,reader
11362,5.0,0,1.0,male,new_user
11363,20.0,0,20.0,male,non_reader
11364,52.0,0,26.0,unknown,non_reader
11365,17.0,0,57.0,female,non_reader
11366,4560.0,0,5413.0,male,reader
11367,163.0,0,47.0,male,non_reader
11368,50.0,0,1.0,male,new_user
11369,5560.0,0,6825.0,male,reader
11371,836.0,0,383.0,female,reader
11372,51.0,0,38.0,female,non_reader
11373,131.0,0,266.0,male,non_reader
11374,88.0,0,92.0,unknown,non_reader
11375,554.0,0,645.0,female,reader
11376,14.0,0,146.0,female,non_reader
11377,117.0,0,94.0,unknown,non_reader
11378,39.0,0,201.0,male,non_reader
11379,4.0,0,7.0,male,non_reader
11380,7.0,0,3.0,male,non_reader
11381,1295.0,0,1072.0,male,non_reader
11382,798.0,0,1832.0,female,reader
11385,686.0,0,145.0,male,non_reader
11386,79.0,0,279.0,male,non_reader
11387,23674.0,0,30342.0,male,reader
11388,3.0,0,5.0,male,new_user
11390,253.0,0,488.0,male,non_reader
11391,27.0,0,16.0,male,non_reader
11393,342.0,0,404.0,male,non_reader
11394,5.0,0,3.0,male,new_user
11395,1663.0,0,605.0,male,reader
11396,189.0,0,501.0,unknown,reader
11397,27.0,0,29.0,unknown,non_reader
11399,23.0,0,38.0,female,non_reader
11400,89.0,0,103.0,male,non_reader
11401,87.0,0,1361.0,male,non_reader
11402,57.0,0,71.0,male,non_reader
11403,525.0,0,1506.0,male,reader
11404,22.0,0,27.0,male,non_reader
11405,330.0,0,127.0,male,non_reader
11406,61.0,0,24.0,female,non_reader
11407,645.0,0,542.0,female,non_reader
11408,2.0,0,20.0,male,non_reader
11409,3.0,0,10.0,male,non_reader
11410,34.0,0,874.0,female,non_reader
11411,2.0,0,162.0,male,non_reader
11412,42.0,0,101.0,female,non_reader
11413,6.0,0,11.0,female,new_user
11414,12.0,0,29.0,male,non_reader
11415,215.0,0,280.0,female,reader
11416,10.0,0,17.0,female,non_reader
11417,53.0,0,120.0,female,non_reader
11418,58.0,0,211.0,unknown,non_reader
11419,271.0,0,91.0,male,non_reader
11420,84.0,0,80.0,male,non_reader
11421,27.0,0,10.0,unknown,non_reader
11422,1762.0,0,52.0,female,non_reader
11423,143.0,0,182.0,female,reader
11424,99.0,0,26.0,male,non_reader
11425,7760.0,0,5989.0,male,reader
11426,26.0,0,91.0,female,non_reader
11429,2.0,0,9.0,female,non_reader
11430,48.0,0,16.0,male,non_reader
11431,4021.0,0,5410.0,male,contributor
11432,13.0,0,19.0,female,non_reader
11433,526.0,0,114.0,female,reader
11434,98.0,0,212.0,female,reader
11435,25.0,0,44.0,male,reader
11437,38.0,0,4.0,female,non_reader
11438,352.0,0,338.0,male,non_reader
11439,175.0,0,681.0,male,non_reader
11440,100.0,0,198.0,male,non_reader
11441,9.0,0,0.0,male,new_user
11442,42.0,0,306.0,female,non_reader
11443,101.0,0,344.0,male,contributor
11444,116.0,0,141.0,male,non_reader
11445,288.0,0,174.0,male,reader
11446,72.0,0,195.0,male,reader
11447,136.0,0,183.0,female,non_reader
11448,48.0,0,19.0,unknown,non_reader
11449,64.0,0,55.0,male,non_reader
11450,95.0,0,71.0,male,non_reader
11451,67.0,0,51.0,male,non_reader
11452,963.0,0,795.0,female,reader
11453,10.0,0,12.0,male,non_reader
11454,62.0,0,15.0,male,non_reader
11455,11.0,0,4.0,female,non_reader
11456,35.0,0,25.0,unknown,non_reader
11457,29.0,0,2.0,male,non_reader
11458,1640.0,0,3267.0,female,reader
11459,14.0,0,9.0,female,new_user
11460,29.0,0,67.0,unknown,non_reader
11461,135.0,0,301.0,female,reader
11462,13.0,0,1.0,unknown,new_user
11463,66.0,0,43.0,unknown,non_reader
11464,1.0,0,57.0,female,non_reader
11465,2.0,0,4.0,female,new_user
11466,33.0,0,57.0,male,non_reader
11467,35.0,0,8.0,male,non_reader
11468,94.0,0,52.0,male,non_reader
11469,36.0,0,34.0,female,non_reader
11471,41.0,0,44.0,female,non_reader
11472,23.0,0,33.0,unknown,non_reader
11473,26.0,0,107.0,unknown,non_reader
11474,66.0,0,96.0,female,non_reader
11475,334.0,0,266.0,unknown,non_reader
11476,53.0,0,44.0,male,non_reader
11477,24.0,0,21.0,female,non_reader
11478,7.0,0,2.0,female,new_user
11479,118.0,0,112.0,unknown,non_reader
11480,120.0,0,197.0,female,non_reader
11481,13.0,0,8.0,female,non_reader
11482,105.0,0,103.0,unknown,non_reader
11483,1.0,0,33.0,male,non_reader
11484,2.0,0,12.0,female,non_reader
11485,57.0,0,113.0,male,non_reader
11486,16.0,0,160.0,unknown,non_reader
11487,145.0,0,82.0,unknown,reader
11488,12.0,0,4.0,male,new_user
11490,174.0,0,157.0,female,non_reader
11491,172.0,0,272.0,male,non_reader
11492,169.0,0,45.0,male,non_reader
11493,161.0,0,73.0,male,non_reader
11495,18.0,0,13.0,unknown,non_reader
11496,12.0,0,20.0,male,non_reader
11497,18.0,0,12.0,male,non_reader
11498,89.0,0,47.0,male,non_reader
11499,22.0,0,6.0,female,non_reader
11500,4.0,0,2.0,male,new_user
11501,20.0,0,12.0,male,non_reader
11502,431.0,0,805.0,female,reader
11503,14.0,0,115.0,male,non_reader
11504,27.0,0,26.0,male,non_reader
11505,17.0,0,456.0,male,non_reader
11506,3.0,0,17.0,unknown,non_reader
11507,13.0,0,66.0,male,non_reader
11508,120.0,0,159.0,male,reader
11510,20.0,0,10.0,unknown,non_reader
11511,48.0,0,7.0,unknown,non_reader
11512,3873.0,0,4780.0,female,reader
11513,52.0,0,22.0,male,non_reader
11514,108.0,0,55.0,female,non_reader
11515,8.0,0,26.0,female,non_reader
11516,44.0,0,66.0,male,non_reader
11517,16.0,0,2.0,male,new_user
11518,128.0,0,252.0,female,reader
11519,98.0,0,54.0,male,non_reader
11520,58.0,0,20.0,female,non_reader
11521,163.0,0,251.0,male,non_reader
11522,14.0,0,21.0,male,non_reader
11523,390.0,0,586.0,male,non_reader
11524,18.0,0,36.0,male,non_reader
11525,3446.0,0,5468.0,female,reader
11526,11.0,0,71.0,male,non_reader
11527,371.0,0,454.0,male,reader
11528,13.0,0,2.0,female,non_reader
11529,40.0,0,39.0,female,non_reader
11530,17.0,0,51.0,male,non_reader
11531,55.0,0,117.0,female,non_reader
11532,545.0,0,107.0,male,non_reader
11533,66.0,0,3.0,male,new_user
11534,330.0,0,404.0,unknown,reader
11535,424.0,0,305.0,female,non_reader
11536,34.0,0,13.0,female,non_reader
11537,210.0,0,292.0,male,non_reader
11538,9.0,0,68.0,female,non_reader
11539,274.0,0,50.0,male,non_reader
11540,41.0,0,96.0,male,non_reader
11541,253.0,0,97.0,male,non_reader
11542,12.0,0,70.0,male,non_reader
11543,31.0,0,154.0,male,reader
11544,4.0,0,14.0,male,non_reader
11545,88.0,0,95.0,female,non_reader
11546,9.0,0,58.0,male,non_reader
11547,49.0,0,85.0,male,non_reader
11548,276.0,0,122.0,unknown,non_reader
11549,188.0,0,523.0,male,reader
11551,282.0,0,46.0,male,non_reader
11552,6.0,0,5.0,male,new_user
11553,54.0,0,123.0,male,non_reader
11554,75.0,0,84.0,male,non_reader
11555,43.0,0,127.0,male,non_reader
11556,4.0,0,20.0,male,non_reader
11557,39.0,0,11.0,male,new_user
11558,517.0,0,737.0,male,reader
11559,105.0,0,95.0,male,non_reader
11560,582.0,0,306.0,unknown,non_reader
11561,170.0,0,150.0,male,non_reader
11563,1716.0,0,668.0,male,reader
11564,12.0,0,2.0,female,new_user
11565,2.0,0,4.0,female,new_user
11566,32.0,0,33.0,unknown,non_reader
11567,31.0,0,113.0,male,non_reader
11568,942.0,0,1119.0,male,non_reader
11569,1482.0,0,52.0,male,non_reader
11570,77.0,0,90.0,unknown,non_reader
11571,36.0,0,79.0,male,non_reader
11572,38.0,0,40.0,female,non_reader
11573,238.0,0,141.0,unknown,non_reader
11574,117.0,0,85.0,male,non_reader
11575,37.0,0,35.0,male,non_reader
11576,480.0,0,854.0,male,non_reader
11577,25.0,0,22.0,male,non_reader
11578,82.0,0,65.0,unknown,non_reader
11579,40.0,0,38.0,male,non_reader
11580,4.0,0,10.0,male,non_reader
11581,8.0,0,42.0,male,non_reader
11582,26.0,0,2.0,male,non_reader
11583,14.0,0,26.0,male,non_reader
11585,1.0,0,10.0,female,new_user
11586,160.0,0,211.0,male,non_reader
11587,22.0,0,98.0,male,non_reader
11588,387.0,0,4693.0,male,reader
11589,3456.0,0,2589.0,male,reader
11590,20.0,0,9.0,male,non_reader
11591,7.0,0,150.0,female,reader
11592,2812.0,0,1307.0,male,reader
11593,67.0,0,23.0,male,non_reader
11594,34.0,0,28.0,male,non_reader
11595,2.0,0,16.0,male,non_reader
11596,378.0,0,72.0,male,non_reader
11597,80.0,0,95.0,female,non_reader
11598,43.0,0,8.0,unknown,non_reader
11599,302.0,0,698.0,unknown,reader
11600,47.0,0,50.0,male,non_reader
11601,19.0,0,47.0,male,non_reader
11602,178.0,0,182.0,male,non_reader
11604,49.0,0,12.0,female,non_reader
11605,8.0,0,80.0,female,non_reader
11606,9.0,0,57.0,unknown,non_reader
11607,35.0,0,71.0,male,non_reader
11608,62.0,0,66.0,unknown,non_reader
11609,34.0,0,33.0,male,non_reader
11610,102.0,0,28.0,female,non_reader
11611,74.0,0,119.0,male,non_reader
11612,441.0,0,160.0,unknown,non_reader
11613,91.0,0,246.0,unknown,reader
11614,97.0,0,96.0,male,non_reader
11615,147.0,0,108.0,male,reader
11616,3.0,0,39.0,female,non_reader
11617,61.0,0,226.0,female,non_reader
11618,6.0,0,10.0,male,non_reader
11619,33.0,0,82.0,unknown,non_reader
11620,727.0,0,783.0,male,contributor
11621,921.0,0,935.0,male,non_reader
11622,545.0,0,2832.0,female,reader
11623,3.0,0,1.0,male,new_user
11624,99.0,0,128.0,male,non_reader
11625,26.0,0,44.0,male,non_reader
11626,44.0,0,43.0,male,non_reader
11627,30.0,0,9.0,male,non_reader
11628,7.0,0,90.0,female,reader
11629,41.0,0,264.0,male,non_reader
11630,43.0,0,40.0,female,non_reader
11631,40.0,0,14.0,male,non_reader
11632,134.0,0,28.0,male,non_reader
11634,7.0,0,30.0,female,non_reader
11635,45.0,0,23.0,unknown,non_reader
11636,120.0,0,81.0,male,non_reader
11637,822.0,0,53.0,male,non_reader
11638,30.0,0,7.0,female,non_reader
11639,3329.0,0,4167.0,male,contributor
11640,44.0,0,8.0,male,non_reader
11641,90.0,0,298.0,female,non_reader
11642,4.0,0,16.0,female,non_reader
11643,127.0,0,58.0,female,non_reader
11644,28.0,0,16.0,male,non_reader
11645,2128.0,0,763.0,male,reader
11646,27.0,0,41.0,male,non_reader
11647,16.0,0,33.0,male,non_reader
11648,23.0,0,7.0,male,non_reader
11649,1247.0,0,137.0,unknown,non_reader
11650,68.0,0,37.0,female,non_reader
11651,53.0,0,144.0,male,reader
11652,37.0,0,62.0,female,non_reader
11653,232.0,0,412.0,female,reader
11654,147.0,0,19.0,unknown,non_reader
11655,13.0,0,4.0,female,non_reader
11656,53.0,0,36.0,female,non_reader
11657,31.0,0,94.0,female,non_reader
11658,21.0,0,17.0,female,non_reader
11659,5.0,0,4.0,male,non_reader
11660,7.0,0,6.0,female,non_reader
11661,15.0,0,4.0,unknown,new_user
11662,63.0,0,10.0,female,non_reader
11663,30.0,0,107.0,male,non_reader
11664,10.0,0,8.0,female,non_reader
11665,127.0,0,1.0,female,new_user
11666,3.0,0,10.0,male,new_user
11667,20.0,0,31.0,unknown,non_reader
11668,87.0,0,46.0,male,non_reader
11669,52.0,0,76.0,male,non_reader
11670,870.0,0,917.0,male,reader
11671,35.0,0,75.0,male,non_reader
11672,17.0,0,7.0,unknown,non_reader
11673,20.0,0,110.0,male,non_reader
11674,6675.0,0,8155.0,male,reader
11675,7.0,0,60.0,male,non_reader
11676,123.0,0,109.0,female,non_reader
11677,9.0,0,12.0,male,non_reader
11678,84.0,0,34.0,female,non_reader
11679,75.0,0,60.0,male,non_reader
11680,1.0,0,27.0,male,non_reader
11681,1070.0,0,144.0,unknown,reader
11682,13.0,0,13.0,female,non_reader
11683,42.0,0,91.0,female,non_reader
11684,64.0,0,79.0,male,reader
11685,17.0,0,17.0,male,non_reader
11686,19.0,0,43.0,male,non_reader
11687,15.0,0,19.0,unknown,non_reader
11688,237.0,0,456.0,female,non_reader
11689,21.0,0,44.0,male,non_reader
11690,11150.0,0,6179.0,female,reader
11691,101.0,0,13.0,male,non_reader
11692,4.0,0,28.0,male,non_reader
11693,92.0,0,78.0,male,non_reader
11694,59.0,0,58.0,unknown,non_reader
11695,1.0,0,11.0,male,non_reader
11696,82.0,0,351.0,male,non_reader
11697,109.0,0,110.0,female,non_reader
11698,8597.0,0,5465.0,male,contributor
11699,21.0,0,49.0,female,non_reader
11700,66.0,0,39.0,female,non_reader
11701,73.0,0,243.0,male,non_reader
11702,272.0,0,243.0,female,non_reader
11703,10.0,0,91.0,female,non_reader
11704,108.0,0,144.0,female,non_reader
11705,99.0,0,30.0,male,non_reader
11706,1180.0,0,7713.0,female,contributor
11707,74.0,0,38.0,female,non_reader
11708,166.0,0,217.0,male,non_reader
11710,17.0,0,68.0,male,non_reader
11711,2324.0,0,4201.0,male,reader
11712,100.0,0,35.0,female,non_reader
11713,13.0,0,28.0,male,non_reader
11714,151.0,0,79.0,female,non_reader
11715,22.0,0,7.0,male,non_reader
11716,102.0,0,201.0,male,non_reader
11717,5.0,0,2.0,male,new_user
11719,48.0,0,72.0,male,non_reader
11720,1813.0,0,675.0,female,reader
11721,9873.0,0,8260.0,male,reader
11722,1094.0,0,437.0,female,reader
11723,12.0,0,11.0,unknown,non_reader
11724,12074.0,0,16885.0,male,contributor
11725,3022.0,0,9820.0,male,contributor
11726,62.0,0,73.0,female,non_reader
11727,1376.0,0,1761.0,male,reader
11728,5.0,0,1.0,female,new_user
11729,1587.0,0,3922.0,male,reader
11730,20.0,0,18.0,unknown,non_reader
11731,58.0,0,99.0,female,reader
11732,30.0,0,16.0,male,non_reader
11733,6572.0,0,4272.0,male,reader
11734,1613.0,0,1503.0,male,reader
11735,1311.0,0,1229.0,female,reader
11736,55.0,0,61.0,female,non_reader
11737,176.0,0,267.0,male,non_reader
11738,16.0,0,21.0,female,non_reader
11739,16.0,0,29.0,unknown,non_reader
11740,14.0,0,21.0,female,non_reader
11741,15.0,0,33.0,unknown,non_reader
11742,5.0,0,13.0,male,new_user
11743,50.0,0,86.0,unknown,non_reader
11744,10.0,0,15.0,female,non_reader
11745,375.0,0,265.0,male,non_reader
11746,20.0,0,17.0,female,non_reader
11747,54.0,0,145.0,male,non_reader
11748,5.0,0,44.0,male,non_reader
11749,154.0,0,203.0,male,non_reader
11750,57.0,0,195.0,female,non_reader
11751,35.0,0,27.0,male,non_reader
11752,84.0,0,85.0,unknown,non_reader
11753,176.0,0,533.0,male,non_reader
11754,29.0,0,62.0,male,non_reader
11755,51.0,0,122.0,female,non_reader
11756,28.0,0,0.0,male,non_reader
11757,154.0,0,79.0,female,non_reader
11758,50.0,0,79.0,male,non_reader
11759,14.0,0,1.0,female,new_user
11760,14.0,0,8.0,female,non_reader
11761,3101.0,0,4736.0,male,reader
11762,128.0,0,151.0,female,non_reader
11763,12.0,0,16.0,unknown,non_reader
11764,927.0,0,467.0,male,reader
11765,2389.0,0,6601.0,male,contributor
11766,14.0,0,73.0,female,non_reader
11767,34.0,0,200.0,male,reader
11768,532.0,0,181.0,male,reader
11769,39.0,0,7.0,male,new_user
11770,85.0,0,8.0,male,non_reader
11771,180.0,0,45.0,male,non_reader
11773,49.0,0,17.0,female,new_user
11774,1.0,0,18.0,male,non_reader
11775,527.0,0,220.0,female,non_reader
11776,58.0,0,4.0,female,non_reader
11778,35.0,0,11.0,female,non_reader
11779,78.0,0,120.0,female,reader
11780,44.0,0,85.0,female,non_reader
11781,2.0,0,7.0,male,non_reader
11783,5.0,0,9.0,female,non_reader
11784,583.0,0,605.0,male,contributor
11785,11.0,0,7.0,female,non_reader
11786,209.0,0,439.0,male,non_reader
11787,43.0,0,6.0,male,non_reader
11788,148.0,0,100.0,unknown,non_reader
11789,24.0,0,54.0,unknown,non_reader
11790,54.0,0,17.0,male,non_reader
11791,106.0,0,92.0,male,non_reader
11793,231.0,0,444.0,male,reader
11794,79.0,0,29.0,female,non_reader
11795,4.0,0,55.0,male,non_reader
11796,101.0,0,460.0,female,non_reader
11797,71.0,0,154.0,male,non_reader
11798,2.0,0,34.0,female,non_reader
11800,1.0,0,2.0,male,new_user
11802,9.0,0,14.0,male,non_reader
11803,6.0,0,11.0,male,non_reader
11804,1.0,0,6.0,unknown,new_user
11805,22.0,0,47.0,female,non_reader
11806,27.0,0,13.0,male,non_reader
11808,193.0,0,667.0,male,non_reader
11809,67.0,0,36.0,male,reader
11810,130.0,0,98.0,female,non_reader
11811,94.0,0,131.0,male,non_reader
11812,9.0,0,51.0,female,non_reader
11813,16.0,0,68.0,male,non_reader
11814,11.0,0,11.0,female,new_user
11815,5.0,0,15.0,female,non_reader
11816,6.0,0,9.0,unknown,non_reader
11817,54.0,0,128.0,unknown,non_reader
11818,15778.0,0,26074.0,male,contributor
11819,6.0,0,10.0,female,non_reader
11820,6.0,0,1.0,male,new_user
11821,57.0,0,443.0,female,reader
11823,129.0,0,132.0,male,non_reader
11825,6.0,0,20.0,unknown,non_reader
11826,105.0,0,28.0,female,non_reader
11827,299.0,0,399.0,male,non_reader
11828,9.0,0,5.0,male,non_reader
11829,14.0,0,64.0,unknown,non_reader
11830,708.0,0,403.0,male,reader
11831,18.0,0,38.0,female,non_reader
11832,49.0,0,26.0,male,non_reader
11833,394.0,0,493.0,unknown,reader
11834,2042.0,0,1578.0,male,reader
11835,9.0,0,18.0,unknown,non_reader
11836,6.0,0,16.0,female,non_reader
11837,701.0,0,1397.0,male,reader
11838,6.0,0,13.0,male,non_reader
11839,415.0,0,229.0,male,non_reader
11840,150.0,0,214.0,male,non_reader
11841,138.0,0,100.0,male,non_reader
11842,12.0,0,18.0,male,non_reader
11843,2.0,0,9.0,male,non_reader
11844,15.0,0,12.0,male,new_user
11845,1109.0,0,1091.0,male,reader
11847,22.0,0,2.0,male,new_user
11848,27.0,0,31.0,male,non_reader
11849,172.0,0,303.0,unknown,non_reader
11850,256.0,0,345.0,male,reader
11851,23.0,0,24.0,female,non_reader
11852,140.0,0,107.0,female,non_reader
11853,448.0,0,111.0,unknown,non_reader
11854,150.0,0,315.0,female,non_reader
11855,15.0,0,48.0,female,non_reader
11856,176.0,0,30.0,female,reader
11857,250.0,0,231.0,male,reader
11858,1.0,0,11.0,unknown,non_reader
11859,4236.0,0,1876.0,male,reader
11860,195.0,0,343.0,unknown,non_reader
11861,6.0,0,41.0,male,non_reader
11862,56.0,0,29.0,male,non_reader
11863,833.0,0,1783.0,female,non_reader
11864,104.0,0,71.0,female,non_reader
11865,1272.0,0,1247.0,male,reader
11866,309.0,0,203.0,male,non_reader
11867,1.0,0,2.0,male,new_user
11868,222.0,0,161.0,female,non_reader
11869,6.0,0,2.0,male,new_user
11870,40.0,0,158.0,unknown,non_reader
11871,64.0,0,95.0,male,reader
11872,151.0,0,94.0,male,non_reader
11873,178.0,0,66.0,unknown,reader
11874,1038.0,0,1462.0,male,reader
11875,13.0,0,2.0,female,new_user
11877,132.0,0,757.0,male,reader
11878,169.0,0,198.0,male,non_reader
11879,77.0,0,146.0,unknown,reader
11880,1.0,0,45.0,male,non_reader
11881,294.0,0,284.0,unknown,non_reader
11882,29.0,0,40.0,male,non_reader
11883,11.0,0,19.0,male,new_user
11884,9.0,0,43.0,female,non_reader
11885,679.0,0,1605.0,male,non_reader
11886,8.0,0,35.0,male,non_reader
11887,122.0,0,4.0,female,non_reader
11888,2.0,0,4.0,female,new_user
11889,78.0,0,111.0,female,non_reader
11890,47.0,0,1.0,unknown,new_user
11891,22.0,0,16.0,female,non_reader
11892,38.0,0,30.0,female,non_reader
11893,15.0,0,16.0,male,non_reader
11894,81.0,0,186.0,male,non_reader
11895,84.0,0,131.0,female,non_reader
11896,62.0,0,104.0,unknown,non_reader
11897,728.0,0,698.0,unknown,reader
11898,410.0,0,160.0,male,reader
11899,41.0,0,33.0,unknown,non_reader
11900,67.0,0,109.0,unknown,non_reader
11901,5.0,0,18.0,male,non_reader
11902,105.0,0,300.0,male,reader
11903,143.0,0,172.0,male,non_reader
11905,15.0,0,108.0,unknown,non_reader
11906,32.0,0,16.0,female,non_reader
11907,90.0,0,74.0,male,non_reader
11908,44.0,0,12.0,male,non_reader
11909,8.0,0,2.0,male,new_user
11910,10.0,0,4.0,female,non_reader
11911,7.0,0,14.0,male,non_reader
11912,2.0,0,21.0,female,non_reader
11913,13.0,0,33.0,female,non_reader
11914,63.0,0,47.0,female,non_reader
11915,4.0,0,23.0,male,new_user
11916,562.0,0,135.0,male,reader
11917,352.0,0,426.0,unknown,non_reader
11918,340.0,0,556.0,female,reader
11919,3272.0,0,3190.0,male,reader
11920,19.0,0,86.0,unknown,non_reader
11922,11.0,0,16.0,female,non_reader
11923,59.0,0,60.0,male,non_reader
11924,74.0,0,91.0,unknown,non_reader
11925,47.0,0,20.0,male,non_reader
11926,519.0,0,245.0,male,reader
11927,13.0,0,63.0,male,non_reader
11928,93.0,0,25.0,male,non_reader
11929,3186.0,0,1648.0,male,reader
11930,116.0,0,16.0,male,non_reader
11932,8.0,0,53.0,male,non_reader
11933,443.0,0,210.0,female,reader
11934,23.0,0,8.0,male,non_reader
11935,5.0,0,1.0,unknown,new_user
11936,284.0,0,174.0,male,non_reader
11937,4.0,0,4.0,male,new_user
11938,239.0,0,211.0,male,reader
11939,18.0,0,13.0,female,non_reader
11940,1122.0,0,96.0,unknown,contributor
11941,944.0,0,559.0,female,reader
11942,2.0,0,15.0,unknown,non_reader
11943,225.0,0,12.0,male,non_reader
11944,16.0,0,10.0,male,non_reader
11945,102.0,0,80.0,female,non_reader
11946,340.0,0,27.0,female,non_reader
11947,9.0,0,12.0,unknown,non_reader
11948,4839.0,0,6821.0,male,contributor
11949,5.0,0,143.0,male,non_reader
11950,131.0,0,129.0,male,non_reader
11951,8.0,0,6.0,male,non_reader
11952,16.0,0,24.0,female,non_reader
11953,582.0,0,776.0,male,reader
11954,8.0,0,31.0,unknown,non_reader
11955,1141.0,0,935.0,male,non_reader
11956,80.0,0,285.0,male,non_reader
11957,8.0,0,47.0,unknown,non_reader
11958,76.0,0,61.0,male,non_reader
11959,10.0,0,13.0,male,non_reader
11960,639.0,0,543.0,female,reader
11961,1220.0,0,1136.0,female,reader
11962,4.0,0,25.0,female,non_reader
11963,14.0,0,2.0,male,new_user
11964,726.0,0,22.0,male,non_reader
11965,5.0,0,10.0,male,non_reader
11966,16.0,0,24.0,male,non_reader
11967,28.0,0,50.0,male,non_reader
11969,21.0,0,32.0,male,non_reader
11970,14.0,0,32.0,female,non_reader
11971,123.0,0,285.0,female,non_reader
11972,56.0,0,120.0,male,non_reader
11973,385.0,0,443.0,male,reader
11974,9.0,0,90.0,female,reader
11975,81.0,0,178.0,male,reader
11976,385.0,0,97.0,female,non_reader
11978,74.0,0,19.0,male,non_reader
11979,84.0,0,42.0,unknown,non_reader
11980,17.0,0,4.0,male,non_reader
11981,19.0,0,114.0,female,non_reader
11982,657.0,0,708.0,male,non_reader
11983,48.0,0,148.0,male,non_reader
11984,48.0,0,9.0,male,new_user
11985,21.0,0,96.0,female,non_reader
11986,3897.0,0,1057.0,male,reader
11987,304.0,0,432.0,male,non_reader
11988,604.0,0,1095.0,male,reader
11989,41.0,0,105.0,unknown,non_reader
11990,1.0,0,2.0,male,new_user
11991,773.0,0,365.0,female,non_reader
11992,18.0,0,27.0,female,non_reader
11993,49.0,0,66.0,female,non_reader
11994,12.0,0,20.0,unknown,non_reader
11995,117.0,0,77.0,unknown,non_reader
11996,4.0,0,16.0,male,non_reader
11997,2.0,0,110.0,male,non_reader
11998,1801.0,0,1703.0,male,reader
11999,10.0,0,21.0,female,non_reader
12000,151.0,0,584.0,male,reader
12001,418.0,0,8611.0,male,contributor
12002,5.0,0,30.0,female,non_reader
12003,24.0,0,17.0,male,non_reader
12004,33.0,0,60.0,male,non_reader
12005,12957.0,0,9542.0,male,reader
12006,290.0,0,746.0,male,reader
12007,70.0,0,78.0,unknown,non_reader
12008,3069.0,0,2282.0,male,reader
12009,1.0,0,11.0,male,non_reader
12010,5.0,0,19.0,female,non_reader
12011,56.0,0,58.0,male,non_reader
12012,6.0,0,70.0,female,non_reader
12013,25.0,0,91.0,male,non_reader
12014,11.0,0,20.0,male,non_reader
12015,44.0,0,9.0,female,non_reader
12016,21.0,0,75.0,unknown,non_reader
12017,7.0,0,3.0,female,non_reader
12018,70.0,0,179.0,male,non_reader
12020,117.0,0,212.0,male,non_reader
12021,78.0,0,95.0,male,non_reader
12023,467.0,0,543.0,male,reader
12024,80.0,0,55.0,male,non_reader
12025,264.0,0,73.0,male,non_reader
12026,10.0,0,61.0,unknown,reader
12027,32.0,0,51.0,unknown,non_reader
12028,357.0,0,530.0,male,non_reader
12029,31.0,0,47.0,unknown,non_reader
12030,166.0,0,54.0,unknown,non_reader
12031,117.0,0,75.0,male,non_reader
12032,4.0,0,13.0,female,non_reader
12033,59.0,0,83.0,female,non_reader
12034,172.0,0,292.0,male,non_reader
12035,1499.0,0,1074.0,male,reader
12036,7.0,0,12.0,female,non_reader
12037,216.0,0,376.0,male,reader
12038,20.0,0,82.0,male,reader
12039,1.0,0,4.0,male,non_reader
12040,128.0,0,123.0,female,reader
12041,3.0,0,2.0,male,new_user
12042,206.0,0,1503.0,male,reader
12043,3.0,0,86.0,female,non_reader
12044,255.0,0,522.0,male,non_reader
12045,7.0,0,14.0,female,non_reader
12046,182.0,0,123.0,male,non_reader
12047,3173.0,0,5427.0,male,reader
12048,17.0,0,669.0,male,non_reader
12049,53.0,0,22.0,female,non_reader
12050,63.0,0,47.0,female,contributor
12051,13.0,0,29.0,female,non_reader
12052,61.0,0,104.0,unknown,non_reader
12053,110.0,0,150.0,unknown,non_reader
12054,4.0,0,4.0,unknown,non_reader
12055,13.0,0,65.0,unknown,non_reader
12056,1454.0,0,867.0,male,reader
12057,29.0,0,56.0,male,non_reader
12058,154.0,0,495.0,male,reader
12059,67.0,0,146.0,male,non_reader
12060,3.0,0,17.0,male,non_reader
12061,349.0,0,583.0,male,contributor
12062,88.0,0,247.0,unknown,non_reader
12063,25.0,0,20.0,male,non_reader
12064,9.0,0,13.0,female,non_reader
12065,8.0,0,13.0,male,non_reader
12066,71.0,0,300.0,female,non_reader
12067,13856.0,0,23163.0,female,reader
12069,277.0,0,268.0,male,non_reader
12070,36.0,0,10.0,male,new_user
12071,3.0,0,17.0,female,non_reader
12072,59.0,0,73.0,unknown,non_reader
